symbol,name,last_price,latest_date,candidate_source,heat_rank,heat_score,heat_reasons
600331.SH,宏达股份,10.85,2026-06-29,base,,,
600332.SH,白云山,20.55,2026-06-29,base,,,
600333.SH,长春燃气,5.07,2026-06-29,base,,,
600335.SH,国机汽车,4.83,2026-06-29,base,,,
600336.SH,澳柯玛,6.26,2026-06-29,base,,,
600338.SH,西藏珠峰,14.72,2026-06-29,base,,,
600339.SH,中油工程,3.13,2026-06-29,base,,,
600343.SH,航天动力,27.13,2026-06-29,base,,,
600346.SH,恒力石化,18.9,2026-06-29,base,,,
600348.SH,华阳股份,7.76,2026-06-29,base,,,
600350.SH,山东高速,11.09,2026-06-29,base,,,
600351.SH,亚宝药业,5.94,2026-06-29,base,,,
600352.SH,浙江龙盛,12.64,2026-06-29,base,,,
600354.SH,敦煌种业,4.83,2026-06-29,base,,,
600356.SH,恒丰纸业,7.54,2026-06-29,base,,,
600358.SH,国旅联合,5.13,2026-06-29,base,,,
600359.SH,新农开发,5.54,2026-06-29,base,,,
600360.SH,华微电子,14.24,2026-06-29,base,,,
600361.SH,XD创新新,3.56,2026-06-29,base,,,
600363.SH,联创光电,32.53,2026-06-29,base,,,
600366.SH,XD宁波韵,13.83,2026-06-29,base,,,
600368.SH,五洲交通,3.5,2026-06-29,base,,,
600369.SH,西南证券,4.05,2026-06-29,base,,,
600371.SH,万向德农,6.45,2026-06-29,base,,,
600372.SH,中航机载,10.55,2026-06-29,base,,,
600373.SH,中文传媒,6.74,2026-06-29,base,,,
600375.SH,汉马科技,3.64,2026-06-29,base,,,
600376.SH,首开股份,3.24,2026-06-29,base,,,
600377.SH,宁沪高速,11.86,2026-06-29,base,,,
600379.SH,宝光股份,13.7,2026-06-29,base,,,
600380.SH,健康元,9.75,2026-06-29,base,,,
600382.SH,广东明珠,6.86,2026-06-29,base,,,
600383.SH,金地集团,2.15,2026-06-29,base,,,
600386.SH,北巴传媒,3.16,2026-06-29,base,,,
600388.SH,龙净环保,14.77,2026-06-29,base,,,
600389.SH,江山股份,19.56,2026-06-29,base,,,
600390.SH,五矿资本,4.57,2026-06-29,base,,,
600391.SH,航发科技,30.41,2026-06-29,base,,,
600392.SH,盛和资源,28.61,2026-06-29,base,,,
600395.SH,盘江股份,4.67,2026-06-29,base,,,
600396.SH,华电辽能,16.2,2026-06-29,base,,,
600397.SH,江钨装备,27.5,2026-06-29,base,,,
600398.SH,海澜之家,5.34,2026-06-29,base,,,
600399.SH,抚顺特钢,4.1,2026-06-29,base,,,
600400.SH,红豆股份,3.11,2026-06-29,base,,,
600403.SH,大有能源,5.57,2026-06-29,base,,,
600405.SH,动力源,4.11,2026-06-29,base,,,
600406.SH,国电南瑞,23.4,2026-06-29,base,,,
600408.SH,安泰集团,2.39,2026-06-29,base,,,
600409.SH,三友化工,6.65,2026-06-29,base,,,
600410.SH,华胜天成,15.47,2026-06-29,base,,,
600415.SH,小商品城,9.98,2026-06-29,base,,,
600416.SH,湘电股份,9.62,2026-06-29,base,,,
600418.SH,江淮汽车,26.2,2026-06-29,base,,,
600419.SH,天润乳业,7.66,2026-06-29,base,,,
600420.SH,国药现代,8.18,2026-06-29,base,,,
600422.SH,昆药集团,8.05,2026-06-29,base,,,
600425.SH,青松建化,3.23,2026-06-29,base,,,
600426.SH,华鲁恒升,24.85,2026-06-29,base,,,
600428.SH,中远海特,8.25,2026-06-29,base,,,
600429.SH,三元股份,4.15,2026-06-29,base,,,
600433.SH,冠豪高新,3.17,2026-06-29,base,,,
600435.SH,北方导航,10.94,2026-06-29,base,,,
600438.SH,通威股份,12.03,2026-06-29,base,,,
600439.SH,瑞贝卡,2.04,2026-06-29,base,,,
600444.SH,国机通用,13.15,2026-06-29,base,,,
600446.SH,金证股份,10.0,2026-06-29,base,,,
600448.SH,华纺股份,2.56,2026-06-29,base,,,
600449.SH,宁夏建材,11.13,2026-06-29,base,,,
600452.SH,涪陵电力,9.18,2026-06-29,base,,,
600455.SH,博通股份,22.05,2026-06-29,base,,,
600456.SH,宝钛股份,26.26,2026-06-29,base,,,
600458.SH,时代新材,16.0,2026-06-29,base,,,
600459.SH,贵研铂业,29.17,2026-06-29,base,,,
600461.SH,洪城环境,9.23,2026-06-29,base,,,
600463.SH,空港股份,7.66,2026-06-29,base,,,
600467.SH,好当家,2.01,2026-06-29,base,,,
600468.SH,百利电气,5.84,2026-06-29,base,,,
600469.SH,风神股份,5.2,2026-06-29,base,,,
600470.SH,六国化工,5.94,2026-06-29,base,,,
600475.SH,华光环能,15.0,2026-06-29,base,,,
600477.SH,杭萧钢构,2.3,2026-06-29,base,,,
600478.SH,科力远,4.98,2026-06-29,base,,,
600479.SH,千金药业,9.69,2026-06-29,base,,,
600480.SH,凌云股份,8.18,2026-06-29,base,,,
600481.SH,双良节能,4.88,2026-06-29,base,,,
600482.SH,中国动力,31.07,2026-06-29,base,,,
600483.SH,福能股份,10.43,2026-06-29,base,,,
600488.SH,津药药业,4.84,2026-06-29,base+heat,23.0,8.423167483731131,"strong_industry,top_ret1_not_overheated,limit_up,industry_relative_strength"
600489.SH,中金黄金,18.39,2026-06-29,base,,,
600490.SH,鹏欣资源,6.01,2026-06-29,base,,,
600493.SH,凤竹纺织,5.36,2026-06-29,base,,,
600495.SH,晋西车轴,3.49,2026-06-29,base,,,
600496.SH,精工钢构,3.2,2026-06-29,base,,,
600497.SH,驰宏锌锗,12.8,2026-06-29,base,,,
600499.SH,科达制造,13.85,2026-06-29,base,,,
600500.SH,中化国际,8.03,2026-06-29,base,,,
600501.SH,航天晨光,15.21,2026-06-29,base,,,
600502.SH,安徽建工,4.37,2026-06-29,base,,,
600505.SH,西昌电力,10.9,2026-06-29,base,,,
600506.SH,统一股份,13.85,2026-06-29,base,,,
600507.SH,方大特钢,4.07,2026-06-29,base,,,
600508.SH,上海能源,7.59,2026-06-29,base,,,
600509.SH,天富能源,8.17,2026-06-29,base,,,
600510.SH,黑牡丹,7.18,2026-06-29,base,,,
600511.SH,国药股份,26.47,2026-06-29,base,,,
600513.SH,联环药业,14.73,2026-06-29,base,,,
600515.SH,海南机场,2.73,2026-06-29,base,,,
600516.SH,方大炭素,5.83,2026-06-29,base,,,
600517.SH,XD国网英,4.73,2026-06-29,base,,,
600520.SH,三佳科技,38.03,2026-06-29,base,,,
600521.SH,华海药业,14.67,2026-06-29,base,,,
600523.SH,贵航股份,10.62,2026-06-29,base,,,
600526.SH,菲达环保,4.13,2026-06-29,base,,,
600527.SH,江南高纤,2.15,2026-06-29,base,,,
600528.SH,中铁工业,6.71,2026-06-29,base,,,
600529.SH,山东药玻,18.29,2026-06-29,base,,,
600530.SH,交大昂立,5.03,2026-06-29,base,,,
600531.SH,豫光金铅,15.49,2026-06-29,base,,,
600535.SH,天士力,13.68,2026-06-29,base,,,
600536.SH,中国软件,27.65,2026-06-29,base,,,
600538.SH,国发股份,5.9,2026-06-29,base,,,
600539.SH,狮头股份,15.1,2026-06-29,base+heat,13.0,9.238003977118787,"strong_industry,top_ret1_not_overheated,top_ret3,industry_relative_strength,volume_active"
600540.SH,新赛股份,3.38,2026-06-29,base,,,
600545.SH,卓郎智能,7.49,2026-06-29,base,,,
600546.SH,山煤国际,11.21,2026-06-29,base,,,
600547.SH,山东黄金,23.55,2026-06-29,base,,,
600548.SH,深高速,8.29,2026-06-29,base,,,
600550.SH,保变电气,11.7,2026-06-29,base,,,
600551.SH,XD时代出,6.78,2026-06-29,base,,,
600552.SH,凯盛科技,31.48,2026-06-29,base,,,
600556.SH,天下秀,4.39,2026-06-29,base,,,
600557.SH,康缘药业,11.96,2026-06-29,base,,,
600558.SH,大西洋,4.98,2026-06-29,base,,,
600559.SH,老白干酒,11.46,2026-06-29,base,,,
600560.SH,金自天正,10.96,2026-06-29,base,,,
600561.SH,江西长运,5.04,2026-06-29,base,,,
600562.SH,国睿科技,20.15,2026-06-29,base,,,
600566.SH,济川药业,26.39,2026-06-29,base,,,
600570.SH,恒生电子,20.72,2026-06-29,base,,,
600571.SH,信雅达,9.63,2026-06-29,base,,,
600572.SH,康恩贝,3.99,2026-06-29,base,,,
600573.SH,惠泉啤酒,9.3,2026-06-29,base,,,
600575.SH,淮河能源,3.28,2026-06-29,base,,,
600576.SH,祥源文旅,5.92,2026-06-29,base,,,
600577.SH,精达股份,9.42,2026-06-29,base,,,
600578.SH,京能电力,6.59,2026-06-29,base,,,
600579.SH,中化装备,8.15,2026-06-29,base,,,
600580.SH,卧龙电驱,31.8,2026-06-29,base,,,
600582.SH,天地科技,4.48,2026-06-29,base,,,
600583.SH,海油工程,5.07,2026-06-29,base,,,
600585.SH,海螺水泥,17.2,2026-06-29,base,,,
600586.SH,金晶科技,4.45,2026-06-29,base,,,
600587.SH,新华医疗,12.28,2026-06-29,base,,,
600588.SH,用友网络,8.98,2026-06-29,base,,,
600589.SH,大位科技,9.49,2026-06-29,base,,,
600590.SH,泰豪科技,10.0,2026-06-29,base,,,
600592.SH,龙溪股份,13.7,2026-06-29,base,,,
600593.SH,大连圣亚,36.02,2026-06-29,base,,,
600594.SH,益佰制药,3.05,2026-06-29,base,,,
600595.SH,中孚实业,5.86,2026-06-29,base,,,
600596.SH,新安股份,16.02,2026-06-29,base,,,
600597.SH,光明乳业,6.25,2026-06-29,base,,,
600598.SH,北大荒,10.87,2026-06-29,base,,,
600601.SH,方正科技,12.58,2026-06-29,base,,,
600602.SH,云赛智联,15.45,2026-06-29,base,,,
600603.SH,广汇物流,4.37,2026-06-29,base,,,
600604.SH,市北高新,4.03,2026-06-29,base,,,
600605.SH,汇通能源,29.07,2026-06-29,base,,,
600609.SH,金杯汽车,3.14,2026-06-29,base,,,
600610.SH,中毅达,6.52,2026-06-29,base,,,
600611.SH,大众交通,3.81,2026-06-29,base,,,
600612.SH,老凤祥,32.63,2026-06-29,base,,,
600613.SH,神奇制药,4.61,2026-06-29,base,,,
600615.SH,鑫源智造,9.33,2026-06-29,base,,,
600616.SH,金枫酒业,3.82,2026-06-29,base,,,
600617.SH,国新能源,2.63,2026-06-29,base,,,
600618.SH,氯碱化工,10.21,2026-06-29,base,,,
600619.SH,海立股份,15.86,2026-06-29,base,,,
600620.SH,天宸股份,3.96,2026-06-29,base,,,
600621.SH,华鑫股份,12.86,2026-06-29,base,,,
600623.SH,华谊集团,7.78,2026-06-29,base,,,
600626.SH,申达股份,3.22,2026-06-29,base,,,
600628.SH,新世界,5.74,2026-06-29,base,,,
600629.SH,华建集团,11.92,2026-06-29,base,,,
600630.SH,龙头股份,9.63,2026-06-29,base,,,
600633.SH,浙数文化,10.04,2026-06-29,base,,,
600635.SH,大众公用,4.23,2026-06-29,base,,,
600637.SH,东方明珠,8.22,2026-06-29,base,,,
600638.SH,新黄浦,4.55,2026-06-29,base,,,
600639.SH,浦东金桥,9.36,2026-06-29,base,,,
600640.SH,国脉文化,9.82,2026-06-29,base,,,
600641.SH,先导基电,36.24,2026-06-29,base,,,
600642.SH,申能股份,8.82,2026-06-29,base,,,
600643.SH,爱建集团,3.83,2026-06-29,base,,,
600644.SH,乐山电力,7.88,2026-06-29,base,,,
600645.SH,中源协和,17.55,2026-06-29,base,,,
600648.SH,外高桥,8.21,2026-06-29,base,,,
600649.SH,城投控股,3.47,2026-06-29,base,,,
600650.SH,锦江在线,9.69,2026-06-29,base,,,
600651.SH,飞乐音响,5.47,2026-06-29,base,,,
600654.SH,中安科,2.6,2026-06-29,base,,,
600655.SH,豫园股份,4.17,2026-06-29,base,,,
600657.SH,信达地产,2.36,2026-06-29,base,,,
600658.SH,电子城,3.74,2026-06-29,base,,,
600661.SH,昂立教育,7.03,2026-06-29,base,,,
600662.SH,外服控股,4.03,2026-06-29,base,,,
600663.SH,陆家嘴,6.42,2026-06-29,base,,,
600664.SH,哈药股份,3.08,2026-06-29,base,,,
600665.SH,天地源,2.92,2026-06-29,base,,,
600666.SH,奥瑞德,3.96,2026-06-29,base,,,
600667.SH,太极实业,29.0,2026-06-29,base,,,
600668.SH,尖峰集团,7.65,2026-06-29,base,,,
600671.SH,天目药业,16.62,2026-06-29,base,,,
600673.SH,东阳光,32.16,2026-06-29,base,,,
600674.SH,川投能源,14.15,2026-06-29,base,,,
600675.SH,中华企业,2.09,2026-06-29,base,,,
600676.SH,交运股份,6.43,2026-06-29,base,,,
600679.SH,上海凤凰,9.17,2026-06-29,base,,,
600681.SH,百川能源,3.22,2026-06-29,base,,,
600682.SH,南京新百,5.36,2026-06-29,base,,,
600683.SH,京投发展,10.93,2026-06-29,base,,,
600684.SH,珠江股份,3.05,2026-06-29,base,,,
600685.SH,中船防务,25.65,2026-06-29,base,,,
600686.SH,金龙汽车,11.23,2026-06-29,base,,,
600688.SH,上海石化,2.9,2026-06-29,base,,,
600689.SH,上海三毛,9.95,2026-06-29,base,,,
600690.SH,海尔智家,20.42,2026-06-29,base,,,
600691.SH,潞化科技,2.25,2026-06-29,base,,,
600692.SH,亚通股份,5.49,2026-06-29,base,,,
600693.SH,东百集团,7.88,2026-06-29,base,,,
600694.SH,大商股份,13.53,2026-06-29,base,,,
600697.SH,欧亚集团,9.9,2026-06-29,base,,,
600698.SH,湖南天雁,5.81,2026-06-29,base,,,
600699.SH,均胜电子,20.9,2026-06-29,base,,,
600702.SH,舍得酒业,35.96,2026-06-29,base,,,
600703.SH,三安光电,21.06,2026-06-29,base,,,
600704.SH,物产中大,4.76,2026-06-29,base,,,
600706.SH,曲江文旅,6.83,2026-06-29,base,,,
600707.SH,彩虹股份,15.35,2026-06-29,base,,,
600708.SH,光明地产,3.2,2026-06-29,base,,,
600710.SH,苏美达,9.57,2026-06-29,base,,,
600711.SH,盛屯矿业,11.05,2026-06-29,base,,,
600712.SH,南宁百货,4.58,2026-06-29,base,,,
600713.SH,南京医药,5.23,2026-06-29,base,,,
600714.SH,金瑞矿业,19.43,2026-06-29,base,,,
600716.SH,凤凰股份,3.42,2026-06-29,base,,,
600717.SH,天津港,4.0,2026-06-29,base,,,
600718.SH,东软集团,7.22,2026-06-29,base,,,
600719.SH,大连热电,7.88,2026-06-29,base,,,
600720.SH,中交设计,4.95,2026-06-29,base,,,
600721.SH,百花医药,6.75,2026-06-29,base,,,
600722.SH,金牛化工,8.14,2026-06-29,base,,,
600724.SH,宁波富达,5.2,2026-06-29,base,,,
600725.SH,云维股份,3.07,2026-06-29,base,,,
600726.SH,华电能源,7.28,2026-06-29,base,,,
600727.SH,鲁北化工,6.92,2026-06-29,base,,,
600728.SH,佳都科技,4.22,2026-06-29,base,,,
600729.SH,重百集团,19.11,2026-06-29,base,,,
600731.SH,湖南海利,5.2,2026-06-29,base,,,
600732.SH,爱旭股份,13.1,2026-06-29,base,,,
600733.SH,北汽蓝谷,4.89,2026-06-29,base,,,
600736.SH,苏州高新,6.7,2026-06-29,base,,,
600737.SH,中粮糖业,11.21,2026-06-29,base,,,
600738.SH,丽尚国潮,3.63,2026-06-29,base,,,
600739.SH,辽宁成大,10.25,2026-06-29,base,,,
600740.SH,山西焦化,3.27,2026-06-29,base,,,
600741.SH,华域汽车,16.0,2026-06-29,base,,,
600742.SH,富维股份,7.26,2026-06-29,base,,,
600743.SH,华远控股,2.15,2026-06-29,base,,,
600744.SH,华银电力,6.36,2026-06-29,base,,,
600746.SH,江苏索普,5.32,2026-06-29,base,,,
600748.SH,上实发展,3.75,2026-06-29,base,,,
600749.SH,西藏旅游,13.39,2026-06-29,base,,,
600750.SH,华润江中,23.16,2026-06-29,base,,,
600751.SH,海航科技,2.88,2026-06-29,base,,,
600754.SH,锦江酒店,18.4,2026-06-29,base,,,
600755.SH,厦门国贸,5.59,2026-06-29,base,,,
600756.SH,浪潮软件,12.06,2026-06-29,base,,,
600757.SH,长江传媒,7.43,2026-06-29,base,,,
600758.SH,辽宁能源,3.18,2026-06-29,base,,,
600761.SH,安徽合力,16.55,2026-06-29,base,,,
600763.SH,通策医疗,35.03,2026-06-29,base+heat,28.0,8.326871622899617,"strong_industry,top_ret1_not_overheated,top_ret3,industry_relative_strength"
600764.SH,中国海防,17.26,2026-06-29,base,,,
600765.SH,中航重机,12.77,2026-06-29,base,,,
600768.SH,宁波富邦,15.02,2026-06-29,base,,,
600769.SH,祥龙电业,20.7,2026-06-29,base,,,
600770.SH,综艺股份,6.68,2026-06-29,base,,,
600771.SH,广誉远,13.38,2026-06-29,base,,,
600773.SH,西藏城投,12.7,2026-06-29,base,,,
600774.SH,汉商集团,6.46,2026-06-29,base,,,
600775.SH,南京熊猫,9.39,2026-06-29,base,,,
600776.SH,东方通信,12.73,2026-06-29,base,,,
600777.SH,新潮能源,4.51,2026-06-29,base,,,
600778.SH,友好集团,4.93,2026-06-29,base,,,
600779.SH,水井坊,28.75,2026-06-29,base,,,
600780.SH,通宝能源,5.88,2026-06-29,base,,,
600782.SH,新钢股份,2.49,2026-06-29,base,,,
600783.SH,鲁信创投,18.11,2026-06-29,base,,,
600784.SH,鲁银投资,6.46,2026-06-29,base,,,
600785.SH,新华百货,9.93,2026-06-29,base,,,
600787.SH,中储股份,4.18,2026-06-29,base,,,
600789.SH,鲁抗医药,7.42,2026-06-29,base,,,
600790.SH,轻纺城,3.33,2026-06-29,base,,,
600791.SH,京能置业,9.71,2026-06-29,base,,,
600792.SH,云煤能源,3.26,2026-06-29,base,,,
600793.SH,宜宾纸业,12.03,2026-06-29,base,,,
600794.SH,保税科技,2.88,2026-06-29,base,,,
600795.SH,国电电力,4.77,2026-06-29,base,,,
600796.SH,钱江生化,4.67,2026-06-29,base,,,
600797.SH,浙大网新,6.24,2026-06-29,base,,,
600798.SH,宁波海运,3.17,2026-06-29,base,,,
600800.SH,渤海化学,3.18,2026-06-29,base,,,
600801.SH,华新建材,16.87,2026-06-29,base,,,
600802.SH,福建水泥,4.16,2026-06-29,base,,,
600803.SH,新奥股份,16.02,2026-06-29,base,,,
600805.SH,悦达投资,4.09,2026-06-29,base,,,
600807.SH,济高发展,2.32,2026-06-29,base,,,
600808.SH,马钢股份,2.51,2026-06-29,base,,,
600810.SH,神马股份,6.64,2026-06-29,base,,,
600812.SH,华北制药,4.41,2026-06-29,base,,,
600814.SH,杭州解百,6.23,2026-06-29,base,,,
600815.SH,厦工股份,2.55,2026-06-29,base,,,
600816.SH,建元信托,2.46,2026-06-29,base,,,
600817.SH,宇通重工,8.86,2026-06-29,base,,,
600819.SH,耀皮玻璃,5.8,2026-06-29,base,,,
600820.SH,隧道股份,5.28,2026-06-29,base,,,
600821.SH,金开新能,6.32,2026-06-29,base,,,
600822.SH,上海物贸,7.75,2026-06-29,base,,,
600824.SH,益民集团,3.34,2026-06-29,base,,,
600825.SH,新华传媒,4.46,2026-06-29,base,,,
600826.SH,兰生股份,8.93,2026-06-29,base,,,
600827.SH,百联股份,7.69,2026-06-29,base,,,
600828.SH,茂业商业,3.55,2026-06-29,base,,,
600829.SH,人民同泰,7.95,2026-06-29,base,,,
600830.SH,香溢融通,7.81,2026-06-29,base,,,
600831.SH,广电网络,3.0,2026-06-29,base,,,
600833.SH,第一医药,9.29,2026-06-29,base,,,
600834.SH,申通地铁,6.68,2026-06-29,base,,,
600835.SH,上海机电,20.18,2026-06-29,base,,,
600838.SH,上海九百,7.11,2026-06-29,base,,,
600839.SH,四川长虹,6.61,2026-06-29,base,,,
600841.SH,动力新科,6.13,2026-06-29,base,,,
600843.SH,上工申贝,8.35,2026-06-29,base,,,
600844.SH,金煤科技,2.43,2026-06-29,base,,,
600845.SH,宝信软件,16.45,2026-06-29,base,,,
600846.SH,同济科技,9.09,2026-06-29,base,,,
600847.SH,万里股份,13.56,2026-06-29,base,,,
600848.SH,上海临港,7.57,2026-06-29,base,,,
600850.SH,电科数字,14.36,2026-06-29,base,,,
600851.SH,海欣股份,8.88,2026-06-29,base,,,
600853.SH,龙建股份,3.08,2026-06-29,base,,,
600854.SH,春兰股份,4.14,2026-06-29,base,,,
600855.SH,航天长峰,13.64,2026-06-29,base,,,
600857.SH,宁波中百,19.66,2026-06-29,base,,,
600858.SH,银座股份,4.46,2026-06-29,base,,,
600859.SH,王府井,9.3,2026-06-29,base,,,
600860.SH,京城股份,8.07,2026-06-29,base,,,
600861.SH,北京人力,12.49,2026-06-29,base,,,
600862.SH,中航高科,17.49,2026-06-29,base,,,
600863.SH,华能蒙电,4.83,2026-06-29,base,,,
600864.SH,哈投股份,5.21,2026-06-29,base,,,
600865.SH,百大集团,8.29,2026-06-29,base,,,
600866.SH,星湖科技,4.46,2026-06-29,base,,,
600867.SH,通化东宝,8.17,2026-06-29,base+heat,24.0,8.41410548055148,"strong_industry,top_ret1_not_overheated,limit_up,industry_relative_strength"
600868.SH,梅雁吉祥,2.58,2026-06-29,base,,,
600869.SH,远东股份,33.12,2026-06-29,base,,,
600871.SH,石化油服,2.05,2026-06-29,base,,,
600872.SH,中炬高新,17.34,2026-06-29,base,,,
600873.SH,梅花生物,7.44,2026-06-29,base,,,
600874.SH,创业环保,5.41,2026-06-29,base,,,
600875.SH,东方电气,28.97,2026-06-29,base,,,
600876.SH,凯盛新能,7.15,2026-06-29,base,,,
600877.SH,电科芯片,16.01,2026-06-29,base,,,
600879.SH,航天电子,19.79,2026-06-29,base,,,
600880.SH,博瑞传播,3.68,2026-06-29,base,,,
600882.SH,妙可蓝多,16.58,2026-06-29,base,,,
600883.SH,博闻科技,7.1,2026-06-29,base,,,
600884.SH,杉杉股份,13.19,2026-06-29,base,,,
600885.SH,宏发股份,34.19,2026-06-29,base,,,
600886.SH,国投电力,13.35,2026-06-29,base,,,
600887.SH,伊利股份,24.58,2026-06-29,base,,,
600888.SH,新疆众和,14.96,2026-06-29,base,,,
600893.SH,航发动力,37.28,2026-06-29,base,,,
600894.SH,广日股份,7.76,2026-06-29,base,,,
600895.SH,张江高科,35.09,2026-06-29,base,,,
600897.SH,厦门空港,14.83,2026-06-29,base,,,
600900.SH,长江电力,26.84,2026-06-29,base,,,
600901.SH,江苏金租,5.94,2026-06-29,base,,,
600903.SH,贵州燃气,6.8,2026-06-29,base,,,
600905.SH,三峡能源,3.73,2026-06-29,base,,,
600906.SH,财达证券,7.47,2026-06-29,base,,,
600908.SH,无锡银行,5.22,2026-06-29,base,,,
600909.SH,华安证券,11.72,2026-06-29,base,,,
600916.SH,中国黄金,6.95,2026-06-29,base,,,
600917.SH,重庆燃气,4.65,2026-06-29,base,,,
600918.SH,中泰证券,5.38,2026-06-29,base,,,
600919.SH,江苏银行,11.13,2026-06-29,base,,,
600925.SH,苏能股份,4.08,2026-06-29,base,,,
600926.SH,杭州银行,14.94,2026-06-29,base,,,
600927.SH,XD永安期,12.62,2026-06-29,base,,,
600928.SH,西安银行,3.36,2026-06-29,base,,,
600929.SH,雪天盐业,4.61,2026-06-29,base,,,
600930.SH,华电新能,4.81,2026-06-29,base,,,
600933.SH,爱柯迪,14.41,2026-06-29,base,,,
600935.SH,华塑股份,2.4,2026-06-29,base,,,
600936.SH,北投科技,4.22,2026-06-29,base,,,
600938.SH,中国海油,27.34,2026-06-29,base,,,
600939.SH,重庆建工,2.36,2026-06-29,base,,,
600955.SH,维远股份,15.1,2026-06-29,base,,,
600956.SH,新天绿能,7.03,2026-06-29,base,,,
600958.SH,东方证券,9.48,2026-06-29,base,,,
600959.SH,江苏有线,2.9,2026-06-29,base,,,
600960.SH,渤海汽车,3.96,2026-06-29,base,,,
600961.SH,株冶集团,33.76,2026-06-29,base,,,
600962.SH,国投中鲁,29.02,2026-06-29,base+heat,11.0,9.351998527750371,"strong_industry,volume_breakout,failed_limit_or_fade,top_ret3,volume_active"
600963.SH,岳阳林纸,3.05,2026-06-29,base,,,
600966.SH,博汇纸业,5.0,2026-06-29,base,,,
600967.SH,内蒙一机,10.7,2026-06-29,base,,,
600968.SH,海油发展,3.43,2026-06-29,base,,,
600969.SH,郴电国际,7.59,2026-06-29,base,,,
600970.SH,中材国际,7.29,2026-06-29,base,,,
600971.SH,恒源煤电,7.06,2026-06-29,base,,,
600973.SH,宝胜股份,7.4,2026-06-29,base,,,
600975.SH,新五丰,4.38,2026-06-29,base,,,
600976.SH,健民集团,26.39,2026-06-29,base,,,
600977.SH,中国电影,13.09,2026-06-29,base,,,
600979.SH,广安爱众,3.98,2026-06-29,base,,,
600980.SH,北矿科技,18.56,2026-06-29,base,,,
600981.SH,苏豪汇鸿,2.24,2026-06-29,base,,,
600982.SH,宁波能源,4.83,2026-06-29,base,,,
600983.SH,惠而浦,7.12,2026-06-29,base,,,
600984.SH,建设机械,3.85,2026-06-29,base,,,
600985.SH,淮北矿业,14.82,2026-06-29,base,,,
600986.SH,浙文互联,6.91,2026-06-29,base,,,
600987.SH,航民股份,6.19,2026-06-29,base,,,
600988.SH,赤峰黄金,26.68,2026-06-29,base,,,
600989.SH,宝丰能源,20.82,2026-06-29,base,,,
600990.SH,四创电子,17.15,2026-06-29,base,,,
600992.SH,贵绳股份,8.68,2026-06-29,base,,,
600993.SH,马应龙,22.27,2026-06-29,base,,,
600995.SH,南网储能,12.3,2026-06-29,base,,,
600996.SH,贵广网络,7.57,2026-06-29,base,,,
600997.SH,开滦股份,4.83,2026-06-29,base,,,
600998.SH,九州通,4.77,2026-06-29,base,,,
600999.SH,招商证券,21.2,2026-06-29,base,,,
601000.SH,唐山港,4.19,2026-06-29,base,,,
601001.SH,晋控煤业,18.4,2026-06-29,base,,,
601002.SH,晋亿实业,4.28,2026-06-29,base,,,
601003.SH,柳钢股份,3.39,2026-06-29,base,,,
601006.SH,大秦铁路,4.71,2026-06-29,base,,,
601007.SH,金陵饭店,6.18,2026-06-29,base,,,
601008.SH,连云港,4.05,2026-06-29,base,,,
601009.SH,南京银行,10.27,2026-06-29,base,,,
601011.SH,宝泰隆,2.68,2026-06-29,base,,,
601012.SH,隆基绿能,12.81,2026-06-29,base,,,
601015.SH,陕西黑猫,2.95,2026-06-29,base,,,
601016.SH,节能风电,3.83,2026-06-29,base,,,
601018.SH,宁波港,3.2,2026-06-29,base,,,
601019.SH,山东出版,6.58,2026-06-29,base,,,
601020.SH,华钰矿业,24.15,2026-06-29,base,,,
601022.SH,宁波远洋,7.73,2026-06-29,base,,,
601026.SH,道生天合,14.37,2026-06-29,base,,,
601033.SH,永兴股份,13.69,2026-06-29,base,,,
601038.SH,一拖股份,10.62,2026-06-29,base,,,
601058.SH,赛轮轮胎,11.92,2026-06-29,base,,,
601059.SH,信达证券,16.18,2026-06-29,base,,,
601061.SH,中信金属,10.82,2026-06-29,base,,,
601065.SH,江盐集团,6.71,2026-06-29,base,,,
601066.SH,中信建投,29.46,2026-06-29,base,,,
601068.SH,中铝国际,4.4,2026-06-29,base,,,
601069.SH,西部黄金,22.55,2026-06-29,base,,,
601077.SH,渝农商行,6.37,2026-06-29,base,,,
601083.SH,锦江航运,10.2,2026-06-29,base,,,
601086.SH,国芳集团,6.63,2026-06-29,base,,,
601088.SH,中国神华,39.98,2026-06-29,base,,,
601089.SH,福元医药,16.71,2026-06-29,base,,,
601096.SH,宏盛华源,4.33,2026-06-29,base,,,
601098.SH,中南传媒,9.96,2026-06-29,base,,,
601099.SH,太平洋,3.35,2026-06-29,base,,,
601101.SH,昊华能源,10.87,2026-06-29,base,,,
601106.SH,中国一重,3.28,2026-06-29,base,,,
601107.SH,四川成渝,5.05,2026-06-29,base,,,
601108.SH,财通证券,8.6,2026-06-29,base,,,
601111.SH,中国国航,6.21,2026-06-29,base,,,
601112.SH,振石股份,17.11,2026-06-29,base,,,
601113.SH,华鼎股份,3.3,2026-06-29,base,,,
601116.SH,三江购物,9.94,2026-06-29,base,,,
601117.SH,中国化学,7.63,2026-06-29,base,,,
601118.SH,海南橡胶,4.86,2026-06-29,base,,,
601121.SH,宝地矿业,5.72,2026-06-29,base,,,
601128.SH,常熟银行,5.92,2026-06-29,base,,,
